"GoldLabel","Premise","Hypothesis","PairID","CZpremise","CZhypothesis"
"contradiction","Two monks are visiting a big city.","The monks are running down the dirt trail.","4665413015.jpg#4r1c","Dva mniši jsou na návštěvě ve velkém městě.","Mniši utíkají po prašné stezce."
"neutral","Two monks are visiting a big city.","The monks are looking for new recruits.","4665413015.jpg#4r1n","Dva mniši jsou na návštěvě ve velkém městě.","Mniši hledají nové rekruty."
"entailment","Two monks are visiting a big city.","The monks are dressed in their robes enjoying the big city.","4665413015.jpg#4r1e","Dva mniši jsou na návštěvě ve velkém městě.","Mniši jsou oblečeni v hábitech a užívají si velkoměsta."
"neutral","A motor-cross rider in red splashes through mud and rain with his motorcycle.","A man enjoys the outdoors on a rainy day.","3263946591.jpg#0r1e","Motocyklový jezdec v červeném šplouchá blátem a deštěm se svou motorkou.","Muž si užívá přírodu za deštivého dne."
"contradiction","A motor-cross rider in red splashes through mud and rain with his motorcycle.","A motor-cross rider watch TV on his motorcycle.","3263946591.jpg#0r1c","Motocyklový jezdec v červeném šplouchá blátem a deštěm se svou motorkou.","Jezdec na motorce sleduje televizi."
"neutral","A motor-cross rider in red splashes through mud and rain with his motorcycle.","A man participcating in race.","3263946591.jpg#0r1n","Motocyklový jezdec v červeném šplouchá blátem a deštěm se svou motorkou.","Muž, který se účastní závodu."
"contradiction","A young girl in red pants looks at a window mannequin as people walk past.","The girl is blind.","2572812372.jpg#1r1c","Mladá dívka v červených kalhotách se dívá na figurínu z okna, jak lidé procházejí kolem.","Ta dívka je slepá."
"neutral","A young girl in red pants looks at a window mannequin as people walk past.","The girl wants what the mannequin is wearing.","2572812372.jpg#1r1n","Mladá dívka v červených kalhotách se dívá na figurínu z okna, jak lidé procházejí kolem.","Dívka chce to, co má na sobě figurína."
"entailment","A young girl in red pants looks at a window mannequin as people walk past.","A girl is in front of a window.","2572812372.jpg#1r1e","Mladá dívka v červených kalhotách se dívá na figurínu z okna, jak lidé procházejí kolem.","Dívka stojí před oknem."
"neutral","A man curls up in an orange blanket on the street.","A man wrapped in a blanket is shivering outside.","64716145.jpg#3r1n","Muž se na ulici stočí do oranžové deky.","Venku se třese muž zabalený do deky."
"contradiction","A man curls up in an orange blanket on the street.","A man is folding his blanket inside.","64716145.jpg#3r1c","Muž se na ulici stočí do oranžové deky.","Nějaký muž si tam skládá deku."
"entailment","A man curls up in an orange blanket on the street.","A man is holding a blanket outdoors.","64716145.jpg#3r1e","Muž se na ulici stočí do oranžové deky.","Muž drží venku deku."
"contradiction","Men playing football.","Some men sleep.","241345721.jpg#4r1c","Muži hrají fotbal.","Někteří muži spí."
"neutral","Men playing football.","Some men are playing a game outside.","241345721.jpg#4r1n","Muži hrají fotbal.","Někteří muži hrají venku hru."
"entailment","Men playing football.","Some men are playing a game.","241345721.jpg#4r1e","Muži hrají fotbal.","Někteří muži hrají hru."
"neutral","An African-American football player, wearing jersey number 12 for the University of Oklahoma, throws a football to his left.","The quarterback throws the football to the wide receiver.","241346434.jpg#0r1n","Afroamerický fotbalista v dresu číslo 12 univerzity v Oklahomě hází fotbalový míč doleva.","Rozehrávač hází míč do velkého míče."
"entailment","An African-American football player, wearing jersey number 12 for the University of Oklahoma, throws a football to his left.","A man throws a football.","241346434.jpg#0r1e","Afroamerický fotbalista v dresu číslo 12 univerzity v Oklahomě hází fotbalový míč doleva.","Muž hází fotbalovým míčem."
"contradiction","An African-American football player, wearing jersey number 12 for the University of Oklahoma, throws a football to his left.","The player throws the baseball to the umpire.","241346434.jpg#0r1c","Afroamerický fotbalista v dresu číslo 12 univerzity v Oklahomě hází fotbalový míč doleva.","Hráč hodí míč rozhodčímu."
"contradiction","Man wearing a mask of an old man.","A man wears a green mask that turns him into a superhero.","4011368227.jpg#4r1c","Muž s maskou starého muže.","Muž nosí zelenou masku, která ho mění v superhrdinu."
"neutral","Man wearing a mask of an old man.","A man wears a green mask.","4011368227.jpg#4r1n","Muž s maskou starého muže.","Muž nosí zelenou masku."
"entailment","Man wearing a mask of an old man.","A man wears a mask.","4011368227.jpg#4r1e","Muž s maskou starého muže.","Muž nosí masku."
"neutral","A band is playing on a stage while a lady sings.","The band's lead singer performs.","4615743138.jpg#2r1n","Kapela hraje na pódiu, zatímco dáma zpívá.","Vystupuje zpěvák kapely."
"entailment","A band is playing on a stage while a lady sings.","A woman sings.","4615743138.jpg#2r1e","Kapela hraje na pódiu, zatímco dáma zpívá.","Žena zpívá."
"contradiction","A band is playing on a stage while a lady sings.","A woman fires a gun.","4615743138.jpg#2r1c","Kapela hraje na pódiu, zatímco dáma zpívá.","Žena vystřelí ze zbraně."
"entailment","A woman walks down the road in all black as she holds a red umbrella over her head in the rain.","The woman in black is walking through a rainstorm with her umbrella.","4474030521.jpg#0r1e","Žena kráčí po silnici celá v černém, zatímco si v dešti drží nad hlavou červený deštník.","Žena v černém prochází bouří s deštníkem."
"contradiction","A woman walks down the road in all black as she holds a red umbrella over her head in the rain.","The woman in black is dancing in the rain without an umbrella.","4474030521.jpg#0r1c","Žena kráčí po silnici celá v černém, zatímco si v dešti drží nad hlavou červený deštník.","Žena v černém tančí v dešti bez deštníku."
"neutral","A woman walks down the road in all black as she holds a red umbrella over her head in the rain.","The woman in black is walking home from a funeral in the rain with her red umbrella.","4474030521.jpg#0r1n","Žena kráčí po silnici celá v černém, zatímco si v dešti drží nad hlavou červený deštník.","Žena v černém jde v dešti z pohřbu domů s červeným deštníkem."
"contradiction","A light brown dog with his tail in the air jumps of a pontoon toward the water.","A cat is jumping in the air.","493621130.jpg#0r1c","Světle hnědý pes s ocasem ve vzduchu skáče z pontonu směrem k vodě.","Ve vzduchu skáče kočka."
"entailment","A light brown dog with his tail in the air jumps of a pontoon toward the water.","A dog jumps toward the water.","493621130.jpg#0r1e","Světle hnědý pes s ocasem ve vzduchu skáče z pontonu směrem k vodě.","K vodě skočí pes."
"neutral","A light brown dog with his tail in the air jumps of a pontoon toward the water.","A dog is fetching a bone.","493621130.jpg#0r1n","Světle hnědý pes s ocasem ve vzduchu skáče z pontonu směrem k vodě.","Pes jde pro kost."
"entailment","An older couple is resting on a bench.","Two people are sitting next to each other.","561940436.jpg#3r1e","Starší pár odpočívá na lavičce.","Dva lidé sedí vedle sebe."
"contradiction","An older couple is resting on a bench.","A couple is walking in the park.","561940436.jpg#3r1c","Starší pár odpočívá na lavičce.","Pár se prochází v parku."
"neutral","An older couple is resting on a bench.","A couple is holding hands.","561940436.jpg#3r1n","Starší pár odpočívá na lavičce.","Pár se drží za ruce."
"entailment","A group of people in white uniforms doing a show in the middle of the street.","People are wearing white uniforms.","4933865159.jpg#2r1e","Skupina lidí v bílých uniformách předvádí show uprostřed ulice.","Lidé nosí bílé uniformy."
"neutral","A group of people in white uniforms doing a show in the middle of the street.","People in white are doing a magic show in the street.","4933865159.jpg#2r1n","Skupina lidí v bílých uniformách předvádí show uprostřed ulice.","Lidé v bílém předvádějí na ulici kouzelnickou show."
"contradiction","A group of people in white uniforms doing a show in the middle of the street.","Dogs in costumes are juggling in the street.","4933865159.jpg#2r1c","Skupina lidí v bílých uniformách předvádí show uprostřed ulice.","Na ulici žonglují psi v kostýmech."
"entailment","Man in leather jacket reading a book.","A man is reading","4553696388.jpg#4r1e","Muž v kožené bundě čte knihu.","Muž si čte"
"neutral","Man in leather jacket reading a book.","The jacket is brown","4553696388.jpg#4r1n","Muž v kožené bundě čte knihu.","Bunda je hnědá"
"contradiction","Man in leather jacket reading a book.","The jacket is fleece","4553696388.jpg#4r1c","Muž v kožené bundě čte knihu.","Bunda je z rouna"
"entailment","Three men converse in a crowd.","Three men are in a crowd","3530504007.jpg#4r1e","Tři muži konverzují v davu.","Tři muži jsou v davu"
"contradiction","Three men converse in a crowd.","Three men talk while laying down","3530504007.jpg#4r1c","Tři muži konverzují v davu.","Tři muži si povídají, když leží"
"neutral","Three men converse in a crowd.","Three men discuss politics in a crowd","3530504007.jpg#4r1n","Tři muži konverzují v davu.","Tři muži diskutují v davu o politice"
"entailment","Two men one in orange shirt, who is ahead, and one in green shirt running a race.","Two men running in a race.","6294503037.jpg#2r1e","Dva muži, jeden v oranžové košili, který je vpředu, a jeden v zelené košili běží závod.","Dva muži běžící v závodě."
"neutral","Two men one in orange shirt, who is ahead, and one in green shirt running a race.","Two men wearing tags displaying their race numbers","6294503037.jpg#2r1n","Dva muži, jeden v oranžové košili, který je vpředu, a jeden v zelené košili běží závod.","Dva muži s visačkami zobrazujícími čísla jejich rasy"
"contradiction","Two men one in orange shirt, who is ahead, and one in green shirt running a race.","Two men playing soccer in the park.","6294503037.jpg#2r1c","Dva muži, jeden v oranžové košili, který je vpředu, a jeden v zelené košili běží závod.","Dva muži hrající fotbal v parku."
"entailment","A person wearing a robe and a pointed hat is holding a basket of bananas.","A person has some fruit.","3006443200.jpg#1r1e","Osoba v županu a špičatém klobouku drží v ruce košík banánů.","Člověk má ovoce."
